,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.948981238703281e-16,9.65386950480995e-16,1.065930525022291e-15,-8.764266673730005e-16,-4.344616688734964e-16,7.843714110304094e-16,-1.6264031814139878e-15,-1.0404574575296085e-15,-1.4920635702482798e-15,2.021257667816807e-15
2,-9.492692947439569e-17,5.7990562738666666e-18,6.643501154286489e-16,-3.8837983970361036e-16,-1.381663285642378e-15,1.0958383825528152e-15,-7.138965213031474e-16,-3.733660411982324e-16,-8.843900841326915e-16,1.982544404831944e-15
3,-2.6761847957253717e-17,1.6789523923605043e-16,-1.6345325360538625e-16,2.407279291140032e-16,1.4838725178565079e-16,1.3829961552094712e-16,-2.197117978300449e-16,1.2211892975942597e-16,4.456314953913033e-18,-4.475841900219164e-16
4,-8.598427826777062e-17,-6.10207638519897e-17,-2.0227588937984738e-16,6.689256737728886e-18,4.375339431407638e-16,1.565776127364092e-16,-4.7550244948425583e-17,4.704549747011819e-16,8.489284079943113e-16,-1.5087039484987317e-15
5,8.247811680622509e-17,-1.0576431799189052e-16,-6.27899252629624e-17,1.1249250551483178e-17,-4.033153484665157e-16,-4.856168948792246e-16,2.7962967773792334e-16,-2.723507322687861e-16,4.201824385104593e-16,6.065868271268388e-16
6,-8.84085154738798e-18,6.845559468787855e-17,1.665534082710962e-16,-3.451312447637851e-17,2.908917244405858e-17,2.0811402490779506e-16,7.420015112158992e-17,-1.9540628049388006e-16,-2.5424939313063833e-16,-5.617105269610501e-17
7,6.592894619042365e-17,-6.554986431789265e-17,8.141676412765015e-17,-3.4791045772629757e-17,-5.090920745188472e-16,-1.6648993963257492e-16,-7.135388071415122e-17,-3.070989296960434e-16,-1.0547602892619777e-16,1.1286265141737076e-15
8,-1.0572429073459233e-17,6.839512426823012e-17,3.833315863869065e-17,6.304656013872007e-17,1.615233378383573e-16,7.113599801934833e-17,1.3136039130798404e-16,5.975482636969197e-17,1.4498291307021604e-16,-7.052524291543106e-16
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,9.526497780872889e-06,-1.042901455019538e-05,-3.0497614123891588e-05,1.631309986614328e-05,-7.27260312725669e-05,-5.7266459969838155e-05,0.00014899263510478625,9.311156862379202e-06,3.9725123814490524e-05,-3.990104565867715e-05
13,-3.734350981523426e-05,-2.6587653548564965e-05,0.00027161499819040104,-3.2057447544931055e-05,-0.00032398660172226946,0.0001301061497660141,0.00022509385449339978,-5.607560926543729e-05,-4.209500102200264e-05,-7.720181243969147e-05
14,-6.476908670191506e-05,-4.174933071190466e-06,0.00037656806253117233,-7.542340188052395e-05,-0.0001833259598958551,0.0002843225594387302,-0.00011255908306103966,-8.508961520040723e-05,-0.0001436405906273541,1.1314725374345015e-05
15,-2.6987119459131283e-06,-1.7395554463293546e-07,1.5690335938798847e-05,-3.1426417450218313e-06,-7.638581662327296e-06,1.1846773309947095e-05,-4.689961794209985e-06,-3.5454006333503e-06,-5.985024609473089e-06,4.714468905977104e-07
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,-2.3056383029815746e-06,-2.284046841032519e-07,-6.186389085742944e-06,7.55372874101024e-06,-9.67728694007566e-06,-7.881088102087188e-06,1.9038313521655465e-05,1.5428922293600912e-06,7.713023835953043e-06,-8.38272913040966e-06
33,-7.2309963574668084e-06,-8.529874858604274e-07,-2.0462845522043407e-05,2.3423418178783592e-05,-3.222765246873121e-05,-2.7748246223395255e-05,6.831251901707633e-05,2.567981575605281e-06,2.672225257058808e-05,-2.8168996413671847e-05
34,7.272352482242329e-06,-4.683522821879772e-06,-0.00017367923795170396,7.017050534465549e-05,-0.0002143499750469881,-0.0002626331198465447,0.0006423404678640827,-6.48790692951857e-05,0.00021359517760691652,-0.0001675906120708294
35,1.3239480489485439e-05,-3.32546922344454e-05,-0.00041301767052508766,0.00016417353049365653,-0.0005465782394966244,-0.0006577338578852373,0.0016210900455361475,-0.00013812625101285278,0.0005154456810787956,-0.00040979845880059827
36,-0.0001776204850267773,-0.0003004273099840255,-0.00026398936368658146,6.377632017247369e-05,-0.0008736423354576426,-0.0007806648584524663,0.002464927651764231,-9.374478347971827e-05,0.0005281268949207715,-0.0004248907200386314
37,-0.0003254836613050286,-0.0003628752199072881,-0.00048493406022414735,0.00026166841509190237,-0.0011222398242640916,-0.0010129372301076194,0.0031275634896203637,-5.269859485259611e-05,0.0007162930211915201,-0.000588820149459938
38,-0.00047134386808925227,-0.0004612518200926132,-0.0016625043121318301,0.0010044600134605077,-0.0023901868745406715,-0.002458604916097324,0.0064563032031173745,-1.8317000667712312e-05,0.0018500698937764736,-0.0015021442597102932
39,-0.0005169875525931415,-0.0005172876844255611,-0.0025306754860430223,0.0015573023081090422,-0.003296332033421963,-0.00364476564183161,0.00908023995269884,-3.51822832134975e-05,0.0026827153165302833,-0.0022584046352537674
40,-0.00041681572837536226,-0.00030208684782441703,-0.003001779153695454,0.002055762039663984,-0.003853428654652766,-0.004117358189074585,0.009777956140016137,0.00011054629729667924,0.0029559630469405784,-0.00260455209317408
41,-0.00048822402253970225,-9.16353505642551e-05,-0.0025050115181771094,0.002163298645397179,-0.0041429286805436385,-0.0034693194561043173,0.008877008078838119,0.0001603774724467902,0.002711795567266423,-0.0026346794735445777
42,-0.0008211992672975086,8.738721145401496e-05,-0.0018660851826430812,0.0019965509146298616,-0.004003700434877572,-0.002355764783848304,0.007477175227133854,5.965401330306191e-05,0.002067027791730941,-0.0022402193203730457
43,-0.0008390866107434904,9.312988727437665e-05,-0.002326143661823755,0.001987723560732061,-0.002995305907612665,-0.0024228776782558893,0.006504088645534266,0.00027841093524096886,0.0018522527008544712,-0.0018664529199955778
44,-0.0008086712824353702,-0.0002078784226885108,-0.0016179006356369097,0.001686796244077089,-0.002906630507043034,-0.0018627374828521356,0.005619086407981552,0.000373737820637002,0.0014347794264371466,-0.0014771232218500911
45,-0.0007574407144122837,-0.0003417304738997138,-0.0020145237951088957,0.0016020346251386821,-0.002564790855940696,-0.002330205363196843,0.006153167619653293,0.00042539887081927065,0.0016786058098393934,-0.0015702648016615649
46,-0.00044776989107132034,-0.0004539189416593108,-0.0021753534915705253,0.001257104249845868,-0.001651181062884764,-0.0024282012533373637,0.0050839948217027385,0.0007767699374786703,0.001467622950433897,-0.0011904658205130355
47,-0.00020535728199369668,-0.00029625605934402335,-0.001530887200780453,0.0007362312830704691,-0.0009409266588080425,-0.0015665714899143108,0.0027851184110591356,0.0007923105391455035,0.0008609122305218517,-0.0005179187921538507
48,-6.75644837395422e-05,-0.0002585160942506466,-0.001102078893384724,0.0005123172679389116,-0.0007643350189879355,-0.0011734634560474485,0.0020541187941733067,0.0006299074292025047,0.0006106558453675711,-0.00034543169816183677
49,-5.04109275191948e-05,-0.00010684847067544918,-0.00035274346270560737,0.00021914199213133892,-0.00028303436935775894,-0.00035714096051949243,0.000671543899503661,0.0002153766300636142,0.00020379864118539874,-0.00013624289314025732
50,-1.4042237898558785e-05,-6.098798635956491e-05,-0.00020451558606843055,0.00014841284049554114,-0.00021100911484139118,-0.00023828000389278855,0.0004941295077599853,9.638641814330337e-05,0.00013400245493814427,-0.00011880837757128403
51,1.969932007455536e-05,-8.719277679507984e-07,-5.694370369418738e-05,6.536648087199299e-05,-0.0001300399129329806,-0.0001171498359666854,0.00029118987073529465,-2.269652498974865e-05,7.604114566389287e-05,-9.790596210712614e-05
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,-1.1514352828404965e-05,-1.0060075045169406e-05,-1.5672891769361892e-05,8.787022562788385e-06,-2.1923190914536757e-05,-3.916638074613799e-05,9.862331258454707e-05,-1.6508610234981895e-06,2.618844810312209e-05,-2.7412106772068564e-05
59,2.4566754677222426e-05,1.3239485976434201e-05,-1.4714340628075664e-05,1.3563158560012852e-05,-4.296644327056912e-06,-2.2680414653676344e-05,-1.3830919434095953e-05,-4.8171256183875874e-06,7.20844846031288e-06,2.073938862873981e-06
60,1.3956032329553626e-05,-2.1877422161897373e-05,-0.00017868125058644299,8.080283658549881e-05,-0.0001314841118415966,-0.0001815975124511657,0.0003367494041004785,5.153605707151601e-05,0.00011351203317285447,-6.521258464866105e-05
61,-7.968983912333366e-05,-6.434579925467744e-05,0.0001778252983746813,-4.254661498155487e-05,-0.00016248662083348376,0.00010952119064065917,0.00015759449245995817,-3.156460077495298e-05,-5.5441715397221456e-05,-3.97240623167028e-06
62,-0.00033367966685694095,-0.00038841963412691464,0.00048679816353077685,-0.00016780534626020864,-0.000997162412956987,-0.0001764132196228133,0.0020595200404019396,-0.00028249555858642653,0.0001504649469247179,-0.0002458875093935514
63,-0.0006268997382794809,-0.0008890440021409012,0.00018660330339550406,-4.644507968426038e-05,-0.0024726680526285646,-0.001436886568674744,0.006134417669221623,-0.0005579507274333356,0.000981778024673407,-0.0009397853637281135
64,-0.001631302108023028,-0.0019372998079285966,0.0006574457228461471,-0.00024802461364072104,-0.004909736894783326,-0.002644269158126805,0.012854384497505353,-0.0013507260091656158,0.0019649791876910966,-0.002066639483144927
65,-0.003125714167635829,-0.003668252802907012,0.0013967909956432568,-0.00039000172201442574,-0.008879542434189999,-0.0048167631350802586,0.02316508931012262,-0.0020646207845018,0.003264509091873447,-0.0036414269523414432
66,-0.0044854966602425085,-0.0047871755082330245,0.0012846241058196723,0.0008027523786076803,-0.015445947050683485,-0.008117437331433759,0.036488586348586594,-0.0027888876705625372,0.005585745238833004,-0.006451100016025048
67,-0.005790693238277834,-0.005636835688652116,-0.001304818838003095,0.003381308336230334,-0.024672192356957508,-0.014926500498162467,0.056418817510167404,-0.0028519329005836543,0.009539911337873422,-0.010740596358216139
68,-0.008041851818556468,-0.006878154531686102,-0.006164146657831382,0.007296009883901493,-0.035881922641426714,-0.023989591794840927,0.08195322568114019,-0.0018000518960196617,0.014583115796136109,-0.016145759216457167
69,-0.010875859467189579,-0.007940696567269529,-0.015594737264378506,0.013261824646645947,-0.04766856099507164,-0.03755531805076342,0.11383390890889421,0.0007447375035008544,0.022215109695912134,-0.02365208287900017
70,-0.0157996652302079,-0.009883488134029315,-0.0251740695201376,0.01888665833155355,-0.05595840629678146,-0.05129927139442551,0.1447537649207069,0.004598942317968639,0.028234073316246344,-0.030158249611930255
71,-0.01928194074727841,-0.01181668059935395,-0.03474759929111179,0.023720982670450058,-0.05987421591638711,-0.06285100873138594,0.1678169642444239,0.007867065685630132,0.033290503394385974,-0.03485735721395454
72,-0.020537683755039855,-0.013852667686077617,-0.04334082188618134,0.026659721537041634,-0.0559490955017339,-0.06792528617854028,0.17375447091908003,0.009955094901634539,0.03723691359341198,-0.03687643741330594
73,-0.01917171213967342,-0.014999072592971969,-0.04634945771696758,0.025529305731067126,-0.046887814040020744,-0.06590056881252397,0.16042868963472978,0.01223592128577896,0.03677130407736267,-0.03374479855001426
74,-0.01539116499728935,-0.015109407298887979,-0.04651915483204299,0.020467555454493094,-0.03423603271927925,-0.057371145081186216,0.1302527062824499,0.016052075847440353,0.03142329503178196,-0.024030785266239786
75,-0.011485853474529911,-0.013004929085750995,-0.04154534694397198,0.015106149456336695,-0.022612272518175283,-0.04329755242784318,0.09363415519546604,0.01822722993514509,0.02268704523392185,-0.014667363956288353
76,-0.006445550249850241,-0.008548699792696643,-0.02791907713082865,0.009267986703840082,-0.013217823800190976,-0.02752037647321772,0.055525257183621585,0.01349465262901424,0.014287814352486269,-0.007370035120612751
77,-0.002693456197637374,-0.004199363053657548,-0.015370698918602151,0.004990321062152395,-0.006716560569236316,-0.014406809857217337,0.02718091119244675,0.0078107408130766425,0.007541092306839272,-0.003425033130978518
